CustomerID,Age,Gender,Tenure_Months,Monthly_Charges,Total_Charges,Contract,Payment_Method,Internet_Service,Online_Security,Tech_Support,Num_Complaints,Satisfaction_Score,Num_Products,Warehouse_To_Home_KM,Days_Since_Last_Order,Cashback_Amount,Coupons_Used,Marital_Status,Preferred_Device,Churn
CUST-00445,23.0,Male,1,93.69,173.49,Month-to-Month,Credit Card,Fiber Optic,No,Yes,0,2.0,3,1.0,97.0,115.89,7,Divorced,Desktop,No
CUST-00446,51.0,Male,15,116.14,1714.87,Two Year,Credit Card,DSL,No Internet,No,0,4.0,4,10.6,15.0,56.48,0,Married,Desktop,No
CUST-00447,47.0,Male,51,95.48,4819.54,Two Year,Electronic Check,DSL,No Internet,No,1,5.0,4,5.0,14.0,175.74,3,Divorced,Mobile,No
CUST-00448,28.0,Male,10,62.85,566.39,Month-to-Month,Electronic Check,DSL,No,,2,2.0,2,5.8,53.0,60.77,2,Divorced,Mobile,Yes
CUST-00449,34.0,Male,64,71.11,4630.7,Month-to-Month,Mailed Check,Fiber Optic,Yes,No Internet,1,3.0,3,6.6,47.0,122.15,2,Married,Mobile,Yes
CUST-00450,27.0,Female,23,108.05,,One Year,Mailed Check,Fiber Optic,Yes,Yes,3,5.0,4,15.9,19.0,231.13,2,Divorced,Desktop,No
CUST-00451,41.0,Male,65,,4754.02,Two Year,Mailed Check,Fiber Optic,No,Yes,7,2.0,2,21.3,17.0,200.82,3,Married,Mobile,No
CUST-00452,55.0,Male,33,43.54,1387.96,Two Year,Bank Transfer,DSL,No,,0,1.0,2,6.0,103.0,194.87,2,Married,Tablet,Yes
CUST-00453,28.0,Male,2,61.56,50.7,Month-to-Month,Credit Card,None,Yes,No,0,1.0,5,38.9,15.0,150.07,0,Single,Mobile,Yes
CUST-00454,49.0,Female,6,69.63,403.16,Month-to-Month,Electronic Check,DSL,No,No,1,3.0,5,20.6,59.0,56.62,1,Married,Desktop,Yes
CUST-00455,34.0,Male,12,27.67,285.15,One Year,Credit Card,DSL,No Internet,Yes,0,3.0,1,7.8,41.0,133.6,2,Married,Mobile,No
CUST-00456,30.0,Male,4,92.38,334.94,Two Year,Credit Card,None,No,No Internet,1,3.0,3,1.5,3.0,140.93,3,Married,Mobile,No
CUST-00457,40.0,Female,16,28.94,563.35,Month-to-Month,Credit Card,DSL,No,Yes,0,3.0,1,12.3,5.0,60.87,2,Married,Mobile,Yes
CUST-00458,27.0,Female,15,58.49,898.59,One Year,Credit Card,Fiber Optic,Yes,Yes,0,5.0,1,14.3,1.0,180.46,0,Divorced,Mobile,No
CUST-00459,34.0,Female,72,98.46,,Month-to-Month,Bank Transfer,DSL,No,Yes,4,4.0,2,2.2,1.0,153.94,0,Divorced,Tablet,No
CUST-00460,25.0,Female,13,64.76,883.11,Month-to-Month,Bank Transfer,DSL,No,No,1,3.0,2,,27.0,98.14,2,Married,Desktop,No
CUST-00461,69.0,Male,36,102.2,3674.16,Month-to-Month,Bank Transfer,Fiber Optic,No,No Internet,3,3.0,2,7.2,2.0,62.2,2,Single,Mobile,Yes
CUST-00462,42.0,Female,68,52.19,3526.93,Month-to-Month,Electronic Check,DSL,No,Yes,3,5.0,2,2.5,4.0,42.71,2,Divorced,Mobile,Yes
CUST-00463,32.0,Male,50,113.76,5700.45,One Year,Electronic Check,DSL,No,Yes,0,5.0,1,11.0,8.0,264.2,0,Married,Mobile,No
CUST-00464,44.0,Male,5,38.95,203.17,One Year,Mailed Check,Fiber Optic,No,No,2,5.0,2,8.2,24.0,281.74,1,Married,Desktop,Yes
CUST-00465,40.0,Male,16,21.83,320.84,Two Year,Bank Transfer,DSL,Yes,No Internet,1,5.0,4,15.4,7.0,245.68,2,Married,Tablet,No
CUST-00466,38.0,Female,10,105.24,1058.89,Month-to-Month,Credit Card,None,No Internet,Yes,0,4.0,2,2.8,15.0,178.21,4,Married,Desktop,Yes
CUST-00467,50.0,Male,12,93.22,1083.32,Month-to-Month,Credit Card,None,No Internet,No,2,3.0,3,1.0,13.0,288.5,0,Married,Tablet,Yes
CUST-00468,52.0,Female,10,41.2,403.43,Month-to-Month,Electronic Check,Fiber Optic,No,No,2,5.0,3,9.7,15.0,140.19,1,Single,Desktop,Yes
CUST-00469,34.0,Female,42,116.47,4874.98,Month-to-Month,Electronic Check,DSL,Yes,No Internet,2,4.0,3,2.6,79.0,13.42,4,Married,Mobile,No
CUST-00470,33.0,Male,14,68.23,891.78,One Year,Credit Card,Fiber Optic,Yes,No,0,4.0,2,2.6,104.0,112.07,1,Married,Mobile,No
CUST-00471,38.0,Female,17,113.11,1805.31,Month-to-Month,Mailed Check,Fiber Optic,No Internet,Yes,2,4.0,1,17.0,2.0,53.72,1,Single,Desktop,No
CUST-00472,18.0,Female,72,68.5,4885.05,One Year,Bank Transfer,DSL,No Internet,No,1,4.0,4,4.5,3.0,207.46,3,Married,Mobile,No
CUST-00473,20.0,Female,1,65.19,155.4,One Year,Credit Card,DSL,Yes,Yes,0,4.0,2,27.5,1.0,88.79,0,Married,Mobile,No
CUST-00474,61.0,Male,16,62.91,991.08,Month-to-Month,Electronic Check,None,No,No,2,3.0,2,10.8,14.0,140.84,0,Married,Tablet,Yes
CUST-00475,65.0,Female,35,51.49,1840.95,One Year,Bank Transfer,Fiber Optic,No,Yes,3,2.0,3,14.1,57.0,280.32,4,Single,Desktop,Yes
CUST-00476,38.0,Male,3,71.37,107.89,Month-to-Month,Credit Card,Fiber Optic,No,Yes,0,3.0,3,5.8,48.0,297.75,1,Divorced,Mobile,Yes
CUST-00477,50.0,Female,22,63.26,1341.31,Two Year,Bank Transfer,DSL,No,No,1,3.0,4,3.8,13.0,160.49,1,Married,Mobile,No
CUST-00478,46.0,Female,6,21.67,62.3,One Year,Electronic Check,Fiber Optic,No,No Internet,1,5.0,1,2.6,41.0,82.61,3,Married,Tablet,No
CUST-00479,80.0,Male,48,44.04,2103.8,Month-to-Month,Electronic Check,DSL,Yes,No,0,3.0,4,18.4,115.0,131.84,1,Married,Mobile,No
CUST-00480,57.0,Female,9,39.31,474.89,Month-to-Month,Credit Card,None,Yes,Yes,1,5.0,3,17.5,6.0,262.6,2,Married,Mobile,Yes
CUST-00481,40.0,Female,9,104.74,965.67,One Year,Mailed Check,DSL,Yes,No,6,3.0,2,10.2,99.0,71.44,2,Married,Desktop,Yes
CUST-00482,28.0,Female,21,77.89,1720.47,Month-to-Month,Credit Card,None,No Internet,Yes,0,5.0,1,22.8,44.0,18.77,2,Married,Desktop,No
CUST-00483,19.0,Male,4,94.37,364.76,One Year,Credit Card,Fiber Optic,No,No,2,1.0,2,24.3,3.0,245.38,2,Divorced,Desktop,No
CUST-00484,,Male,8,113.68,977.68,Month-to-Month,Bank Transfer,Fiber Optic,No,No,1,3.0,1,8.8,47.0,158.97,2,Married,Mobile,No
CUST-00485,31.0,Female,12,82.4,1092.46,One Year,Mailed Check,None,No,No,2,3.0,5,15.8,3.0,269.08,4,Married,Desktop,No
CUST-00486,22.0,Female,10,116.26,1157.13,Two Year,Bank Transfer,DSL,No Internet,No Internet,1,3.0,3,36.5,0.0,205.6,4,Single,Desktop,No
CUST-00487,32.0,Female,17,49.18,,One Year,Electronic Check,DSL,Yes,No Internet,2,,3,1.3,43.0,10.65,4,Married,Mobile,No
CUST-00488,26.0,Male,21,36.63,703.34,Month-to-Month,Mailed Check,None,Yes,No,1,4.0,4,1.0,67.0,236.19,2,Married,Desktop,Yes
CUST-00489,65.0,Male,20,58.33,1151.15,Month-to-Month,Electronic Check,Fiber Optic,Yes,No Internet,1,3.0,2,9.6,15.0,57.24,2,Single,Desktop,No
CUST-00490,54.0,Female,25,65.08,1631.09,Month-to-Month,Credit Card,Fiber Optic,No Internet,No,1,5.0,1,6.0,0.0,38.03,5,Married,Desktop,No
CUST-00491,41.0,Female,8,107.54,961.87,One Year,Electronic Check,DSL,No,No,5,4.0,2,1.4,27.0,168.72,2,Single,Desktop,No
CUST-00492,62.0,Male,3,73.99,157.22,Month-to-Month,Electronic Check,Fiber Optic,No,No Internet,1,3.0,5,2.4,7.0,132.21,3,Single,Desktop,Yes
CUST-00493,43.0,Female,34,47.22,1608.46,Month-to-Month,Credit Card,DSL,Yes,No Internet,4,,4,4.5,23.0,90.52,2,Single,Desktop,No
CUST-00494,29.0,Female,45,92.26,4060.98,Two Year,Bank Transfer,Fiber Optic,No,No Internet,1,1.0,5,1.6,11.0,176.59,1,Single,Mobile,No
CUST-00495,63.0,Male,7,68.58,458.72,Month-to-Month,Electronic Check,DSL,Yes,Yes,0,4.0,1,5.8,29.0,222.97,6,Married,Tablet,Yes
CUST-00496,49.0,Male,12,34.21,426.09,One Year,Credit Card,Fiber Optic,No,Yes,0,4.0,1,2.1,9.0,148.01,2,Married,Desktop,No
CUST-00497,27.0,Male,16,75.68,1236.51,One Year,Credit Card,DSL,Yes,No Internet,0,2.0,1,14.7,4.0,236.43,2,Married,Desktop,No
CUST-00498,39.0,Female,18,109.14,1993.97,One Year,Electronic Check,Fiber Optic,No,No,1,4.0,4,17.9,41.0,125.58,2,Single,Desktop,No
CUST-00499,29.0,Male,25,102.26,2576.37,Month-to-Month,Mailed Check,DSL,,No,2,3.0,1,22.4,23.0,149.65,3,Married,Mobile,Yes
CUST-00500,22.0,Male,1,76.68,105.7,Month-to-Month,Credit Card,Fiber Optic,No Internet,No,1,3.0,2,30.6,11.0,163.32,1,Single,Mobile,Yes
CUST-00501,54.0,Female,30,55.71,1673.59,Two Year,Bank Transfer,Fiber Optic,Yes,No,2,4.0,2,1.0,29.0,94.64,2,Single,Mobile,No
CUST-00502,68.0,Male,1,26.7,0.0,Month-to-Month,Electronic Check,DSL,,Yes,2,3.0,5,2.9,10.0,109.04,2,Married,Tablet,No
CUST-00503,22.0,Male,15,64.96,881.82,One Year,Electronic Check,None,No Internet,No,3,3.0,3,25.3,13.0,153.46,2,Married,Mobile,Yes
CUST-00504,49.0,Male,42,93.21,3887.49,One Year,Mailed Check,Fiber Optic,Yes,No Internet,1,3.0,3,1.0,14.0,265.01,1,Married,Desktop,No
CUST-00505,32.0,Female,14,54.03,749.69,Month-to-Month,Electronic Check,Fiber Optic,No,No,0,4.0,3,16.4,7.0,165.1,0,Married,Mobile,Yes
CUST-00506,35.0,Female,3,41.54,187.32,One Year,Electronic Check,DSL,No,No,1,1.0,3,3.0,17.0,32.6,2,Married,Tablet,No
CUST-00507,33.0,Male,72,111.14,7997.05,One Year,Mailed Check,Fiber Optic,Yes,No,2,5.0,2,10.6,50.0,219.29,3,Married,Mobile,No
CUST-00508,29.0,Female,52,100.16,5198.49,One Year,Credit Card,DSL,Yes,Yes,2,4.0,1,49.2,106.0,154.9,1,Married,Mobile,No
CUST-00509,42.0,Female,35,81.83,2883.33,One Year,Credit Card,None,Yes,Yes,1,4.0,2,15.7,7.0,119.84,4,Married,Mobile,No
CUST-00510,30.0,Male,12,31.68,366.66,Two Year,Electronic Check,DSL,No,No,1,3.0,2,6.9,83.0,207.41,5,Single,Mobile,No
CUST-00511,45.0,Male,4,32.49,170.49,Month-to-Month,Bank Transfer,DSL,Yes,Yes,2,2.0,3,17.5,9.0,50.04,1,Married,Mobile,Yes
CUST-00512,41.0,Male,68,28.32,2024.73,Two Year,Credit Card,DSL,Yes,No,1,4.0,2,1.0,19.0,235.6,0,Married,Mobile,No
CUST-00513,38.0,Male,18,79.63,1542.88,Month-to-Month,Bank Transfer,None,No,No Internet,3,2.0,3,,3.0,214.91,1,Married,Mobile,No
CUST-00514,29.0,Female,45,29.56,1335.05,One Year,Electronic Check,Fiber Optic,No,No,2,2.0,3,6.3,28.0,55.61,1,Single,Desktop,No
CUST-00515,33.0,Female,10,102.26,1039.44,Month-to-Month,Mailed Check,DSL,Yes,No Internet,2,3.0,2,58.8,21.0,253.92,1,Divorced,Tablet,No
CUST-00516,52.0,Male,9,117.3,1134.64,Month-to-Month,Credit Card,None,No,No,0,3.0,2,16.9,34.0,57.83,4,Married,Desktop,Yes
CUST-00517,49.0,Male,72,54.63,3925.86,Month-to-Month,Bank Transfer,DSL,No Internet,No,2,2.0,2,5.1,27.0,203.23,7,Divorced,Tablet,No
CUST-00518,28.0,Male,17,63.37,1111.25,Month-to-Month,Credit Card,Fiber Optic,Yes,No,0,5.0,1,14.3,119.0,110.37,1,Married,Mobile,No
CUST-00519,43.0,Female,3,89.17,210.75,Month-to-Month,Electronic Check,Fiber Optic,,Yes,1,1.0,1,7.2,44.0,226.7,1,Single,Mobile,No
CUST-00520,,Male,5,111.72,543.06,One Year,Bank Transfer,None,Yes,No Internet,0,4.0,1,15.4,100.0,17.4,3,Divorced,Mobile,No
CUST-00521,18.0,Female,15,107.41,1668.96,Month-to-Month,Mailed Check,Fiber Optic,Yes,Yes,3,3.0,3,23.5,22.0,74.95,1,Single,Desktop,No
CUST-00522,49.0,Male,1,23.76,0.0,One Year,Credit Card,Fiber Optic,No,Yes,1,5.0,2,9.5,9.0,141.15,0,Single,Desktop,No
CUST-00523,32.0,Female,14,34.91,482.34,Month-to-Month,Bank Transfer,Fiber Optic,No Internet,No Internet,4,4.0,2,3.8,22.0,214.4,2,Married,Mobile,Yes
CUST-00524,49.0,Female,13,93.46,1136.27,Month-to-Month,Credit Card,Fiber Optic,No,No Internet,1,2.0,3,59.8,18.0,184.63,4,Single,Desktop,Yes
CUST-00525,31.0,Male,36,86.89,3228.33,Month-to-Month,Bank Transfer,DSL,No,No Internet,1,4.0,5,8.0,16.0,286.21,3,Single,Mobile,Yes
CUST-00526,18.0,Female,10,31.32,376.35,Month-to-Month,Mailed Check,Fiber Optic,No,Yes,2,3.0,4,2.9,15.0,167.71,3,Single,Mobile,No
CUST-00527,19.0,Female,72,68.21,4920.52,Month-to-Month,Mailed Check,Fiber Optic,Yes,Yes,1,5.0,1,20.2,50.0,90.54,2,Single,Desktop,No
CUST-00528,42.0,Male,4,96.08,409.7,Two Year,Bank Transfer,Fiber Optic,Yes,No,3,5.0,2,16.0,40.0,130.1,2,Divorced,Mobile,No
CUST-00529,45.0,Female,21,39.88,857.27,Month-to-Month,Electronic Check,DSL,No,No,3,2.0,1,25.4,30.0,22.63,0,Married,Desktop,Yes
CUST-00530,29.0,Male,2,105.13,279.48,One Year,Credit Card,DSL,No,Yes,1,3.0,1,1.0,31.0,35.09,3,Divorced,Mobile,No
CUST-00531,,Female,31,23.3,696.36,Month-to-Month,Credit Card,Fiber Optic,Yes,Yes,3,4.0,1,6.4,14.0,155.27,2,Single,Mobile,Yes
CUST-00532,18.0,Male,72,96.22,6964.45,Two Year,Mailed Check,Fiber Optic,Yes,No,1,4.0,2,5.7,17.0,292.71,2,Married,Mobile,No
CUST-00533,41.0,Female,41,79.58,3316.65,Month-to-Month,Credit Card,None,No,No,2,3.0,1,38.6,4.0,73.36,1,Married,Desktop,No
CUST-00534,25.0,Female,19,49.52,1001.65,Two Year,Credit Card,Fiber Optic,No,Yes,1,3.0,2,6.5,25.0,233.16,6,Single,Desktop,No
CUST-00535,32.0,Female,15,90.09,1238.38,Month-to-Month,Bank Transfer,Fiber Optic,No,No Internet,3,5.0,4,11.2,4.0,109.98,2,Single,Desktop,Yes
CUST-00536,42.0,Female,43,96.24,4108.36,Month-to-Month,Bank Transfer,DSL,No,Yes,1,1.0,3,1.0,74.0,9.54,5,Married,Mobile,Yes
CUST-00537,29.0,Female,65,111.39,7189.39,One Year,Credit Card,DSL,,No Internet,1,3.0,2,24.8,16.0,49.16,1,Married,Desktop,No
CUST-00538,36.0,Male,72,54.78,3951.64,One Year,Electronic Check,Fiber Optic,Yes,No Internet,0,2.0,3,1.8,1.0,186.48,3,Single,Mobile,No
CUST-00539,56.0,Female,12,86.6,938.4,Month-to-Month,Bank Transfer,DSL,No Internet,No,1,3.0,2,32.1,0.0,68.71,1,Single,Desktop,Yes
CUST-00540,33.0,Female,72,78.26,5532.44,Month-to-Month,Bank Transfer,None,Yes,No,0,4.0,2,19.9,33.0,255.43,0,Divorced,Tablet,No
CUST-00541,53.0,Female,4,70.52,390.58,One Year,Credit Card,None,Yes,Yes,3,4.0,3,12.2,28.0,110.08,2,Divorced,Desktop,No
CUST-00542,26.0,Female,7,107.04,780.16,Month-to-Month,Bank Transfer,Fiber Optic,No Internet,No Internet,2,4.0,2,20.7,44.0,67.68,2,Married,Desktop,No
CUST-00543,49.0,Female,2,18.32,42.69,Month-to-Month,Electronic Check,Fiber Optic,Yes,Yes,1,4.0,2,23.6,41.0,233.67,1,Married,Mobile,Yes
CUST-00544,62.0,Female,7,46.21,341.65,One Year,Mailed Check,Fiber Optic,No,No,4,5.0,1,20.9,0.0,47.66,0,Single,Desktop,No
CUST-00545,18.0,Male,35,71.83,2521.37,One Year,Mailed Check,Fiber Optic,No Internet,No,4,2.0,2,16.2,5.0,285.83,0,Single,Desktop,No
CUST-00546,30.0,Male,46,35.83,1698.05,Month-to-Month,Bank Transfer,Fiber Optic,No,Yes,1,2.0,3,31.9,,71.34,3,Married,Mobile,Yes
CUST-00547,50.0,Male,36,108.79,,One Year,Mailed Check,DSL,No,No Internet,2,3.0,4,8.2,1.0,244.58,1,Divorced,Mobile,No
CUST-00548,39.0,Male,23,82.76,1912.81,Month-to-Month,Credit Card,None,No,No Internet,1,,1,12.5,5.0,155.05,4,Married,Mobile,Yes
CUST-00549,47.0,Female,17,65.79,1129.8,Month-to-Month,Credit Card,Fiber Optic,No Internet,Yes,3,4.0,2,52.3,26.0,221.74,3,Married,Mobile,No
CUST-00550,33.0,Male,29,99.47,2832.29,Month-to-Month,Electronic Check,DSL,No,No,1,2.0,2,7.0,18.0,41.38,2,Single,Desktop,Yes
CUST-00551,43.0,Male,11,63.09,757.84,Two Year,Credit Card,DSL,No,No,3,2.0,4,20.8,59.0,62.5,3,Single,Mobile,No
CUST-00552,39.0,Female,44,73.87,3228.0,Month-to-Month,Credit Card,Fiber Optic,No Internet,No Internet,3,5.0,2,7.5,7.0,59.47,4,Divorced,Mobile,No
CUST-00553,58.0,Male,27,18.28,544.43,Month-to-Month,Mailed Check,DSL,No Internet,Yes,3,3.0,1,9.5,22.0,40.29,0,Single,Tablet,No
CUST-00554,45.0,Male,28,54.57,,One Year,Electronic Check,DSL,No,No Internet,2,3.0,1,6.1,59.0,79.5,2,Single,Mobile,No
CUST-00555,46.0,Male,18,31.88,655.52,Month-to-Month,Credit Card,DSL,Yes,Yes,3,4.0,1,2.5,1.0,251.96,1,Married,Mobile,No
CUST-00556,36.0,Male,51,86.97,4383.4,One Year,Electronic Check,None,No,Yes,0,5.0,4,53.7,61.0,224.28,3,Married,Desktop,No
CUST-00557,35.0,Female,6,65.9,341.16,Two Year,Electronic Check,DSL,Yes,No,0,3.0,3,8.9,12.0,91.92,2,Married,Desktop,No
CUST-00558,35.0,Female,11,48.18,484.7,Two Year,Mailed Check,Fiber Optic,No,Yes,1,4.0,2,4.9,58.0,109.69,1,Single,Mobile,No
CUST-00559,47.0,Female,36,64.78,2338.74,Month-to-Month,Bank Transfer,DSL,No,No Internet,0,3.0,4,15.6,34.0,220.38,4,Single,Mobile,No
CUST-00560,36.0,Male,16,38.96,700.43,One Year,Electronic Check,Fiber Optic,No,Yes,4,4.0,2,1.8,33.0,247.12,1,Married,Desktop,No
CUST-00561,46.0,Female,52,110.51,5826.17,Two Year,Electronic Check,Fiber Optic,No,No Internet,1,,5,11.8,1.0,127.2,2,Single,Tablet,No
CUST-00562,71.0,Male,10,23.4,118.5,Month-to-Month,Electronic Check,None,No Internet,No Internet,0,5.0,3,12.8,85.0,222.2,3,Married,Mobile,No
CUST-00563,54.0,Male,11,104.54,1162.43,Month-to-Month,Electronic Check,Fiber Optic,Yes,No Internet,0,3.0,1,3.3,16.0,170.73,3,Married,Mobile,No
CUST-00564,37.0,Male,52,69.14,3434.63,Month-to-Month,Bank Transfer,Fiber Optic,Yes,No,2,4.0,2,48.1,3.0,297.65,2,Single,Mobile,No
CUST-00565,58.0,Male,14,79.89,1158.21,Month-to-Month,Bank Transfer,Fiber Optic,No,,1,4.0,4,13.5,43.0,207.16,2,Single,Desktop,Yes
CUST-00566,,Male,17,48.26,876.33,Two Year,Mailed Check,Fiber Optic,No,No,0,5.0,2,3.8,60.0,221.38,1,Married,Tablet,No
CUST-00567,18.0,Male,9,114.67,1030.02,One Year,Bank Transfer,DSL,No,No Internet,3,4.0,5,26.9,79.0,252.86,1,Married,Desktop,Yes
CUST-00568,27.0,Female,7,46.19,327.53,Month-to-Month,Credit Card,Fiber Optic,No Internet,Yes,0,3.0,4,5.5,21.0,42.78,0,Married,Desktop,No
CUST-00569,18.0,Male,25,76.89,1925.93,Two Year,Electronic Check,DSL,No,No,2,1.0,3,19.6,15.0,110.24,3,Single,Mobile,No
CUST-00570,37.0,Male,3,117.34,312.8,Month-to-Month,Credit Card,None,No,No Internet,2,5.0,1,14.8,26.0,147.45,5,Married,Mobile,Yes
CUST-00571,42.0,Male,50,106.11,5327.09,Two Year,Bank Transfer,Fiber Optic,Yes,No,1,5.0,1,2.6,10.0,45.82,0,Married,Mobile,No
CUST-00572,65.0,Female,36,71.63,2567.11,Month-to-Month,Credit Card,Fiber Optic,No,No,0,3.0,3,1.5,14.0,108.57,1,Married,Mobile,No
CUST-00573,46.0,Male,5,117.04,631.71,Month-to-Month,Electronic Check,Fiber Optic,No,No,2,2.0,3,14.0,23.0,205.7,3,Single,Mobile,Yes
CUST-00574,38.0,Female,28,88.14,2462.24,Month-to-Month,Mailed Check,Fiber Optic,No,No Internet,1,4.0,1,16.6,52.0,75.15,1,Married,Mobile,Yes
CUST-00575,53.0,Female,22,38.87,812.09,One Year,Electronic Check,Fiber Optic,No Internet,No,0,2.0,4,2.1,57.0,144.43,0,Married,Mobile,No
CUST-00576,18.0,Male,4,58.56,157.45,Month-to-Month,Credit Card,Fiber Optic,No,No Internet,3,1.0,4,2.8,4.0,40.95,1,Single,Mobile,Yes
CUST-00577,45.0,Male,7,51.45,266.95,Month-to-Month,Mailed Check,DSL,No Internet,No,1,,2,1.0,4.0,34.23,2,Single,Tablet,No
CUST-00578,52.0,Male,12,52.4,694.43,Two Year,Bank Transfer,DSL,No,No Internet,1,4.0,3,2.2,6.0,,2,Married,Mobile,Yes
CUST-00579,21.0,Female,28,94.05,2610.51,Two Year,Bank Transfer,DSL,No,Yes,0,5.0,2,13.3,27.0,218.08,1,Married,Mobile,No
CUST-00580,58.0,Male,24,76.43,1851.25,One Year,Bank Transfer,DSL,No,Yes,3,2.0,1,3.4,6.0,157.84,0,Married,Mobile,No
CUST-00581,46.0,Male,18,21.81,481.74,Two Year,Mailed Check,None,No,No Internet,2,5.0,1,5.1,28.0,188.5,2,Single,Desktop,No
CUST-00582,36.0,Male,35,105.74,3672.76,Two Year,Credit Card,Fiber Optic,Yes,No,1,4.0,3,12.2,38.0,120.91,2,Single,Desktop,No
CUST-00583,50.0,Female,34,47.68,1589.75,One Year,Electronic Check,DSL,Yes,No,1,5.0,2,8.0,58.0,175.86,4,Single,Mobile,No
CUST-00584,73.0,Male,23,117.71,2700.72,One Year,Bank Transfer,DSL,Yes,No,1,2.0,3,28.0,60.0,145.22,1,Married,Tablet,No
CUST-00585,44.0,Male,37,113.42,4198.01,Two Year,Credit Card,Fiber Optic,No Internet,No,2,3.0,3,12.7,7.0,119.2,2,Married,Mobile,No
CUST-00586,45.0,Female,9,112.05,1102.83,One Year,Mailed Check,Fiber Optic,No,Yes,1,3.0,2,2.1,11.0,7.23,1,Divorced,Tablet,No
CUST-00587,35.0,Female,51,99.11,5132.9,Month-to-Month,Electronic Check,Fiber Optic,No,Yes,2,3.0,1,7.3,6.0,253.62,3,Divorced,Mobile,No
CUST-00588,30.0,Female,22,40.06,912.36,Month-to-Month,Electronic Check,Fiber Optic,No,No,0,5.0,3,4.5,34.0,285.69,3,Single,Mobile,No
CUST-00589,53.0,Male,41,71.26,2994.13,Month-to-Month,Credit Card,None,No,Yes,2,5.0,2,4.5,34.0,158.97,2,Married,Desktop,No
CUST-00590,30.0,Female,18,40.43,718.83,Two Year,Electronic Check,DSL,No,No,0,4.0,1,4.4,0.0,134.07,1,Married,Desktop,No
CUST-00591,43.0,Female,5,43.97,234.81,One Year,Electronic Check,Fiber Optic,No,No Internet,1,3.0,1,8.1,5.0,229.36,1,Married,Mobile,No
CUST-00592,35.0,Male,18,79.1,1408.72,Two Year,Bank Transfer,None,No Internet,No,1,3.0,1,2.1,12.0,3.85,1,Single,Desktop,No
CUST-00593,48.0,Female,11,,178.36,One Year,Electronic Check,DSL,No Internet,No,0,3.0,1,4.4,6.0,41.54,2,Divorced,Mobile,No
CUST-00594,46.0,Male,28,114.95,3278.79,Month-to-Month,Mailed Check,Fiber Optic,No,No,2,4.0,1,18.1,24.0,83.26,0,Married,Mobile,No
CUST-00595,56.0,Female,15,109.87,1674.63,One Year,Electronic Check,DSL,No Internet,Yes,1,3.0,1,26.4,1.0,25.2,2,Single,Tablet,No
CUST-00596,34.0,Male,43,56.08,2412.34,Month-to-Month,Bank Transfer,Fiber Optic,Yes,No Internet,3,5.0,1,1.0,52.0,13.77,2,Single,Desktop,Yes
CUST-00597,38.0,Female,27,69.54,1877.46,Month-to-Month,Electronic Check,DSL,Yes,No,0,3.0,3,1.3,18.0,281.63,3,Married,Mobile,No
CUST-00598,28.0,Male,27,64.61,1669.16,Two Year,Electronic Check,None,No,No,2,2.0,1,29.0,27.0,55.4,1,Single,Mobile,No
CUST-00599,35.0,Female,5,106.22,482.23,One Year,Credit Card,None,No Internet,No,1,5.0,3,3.6,26.0,177.87,4,Married,Mobile,No
CUST-00600,47.0,Male,72,86.86,6270.73,Two Year,Electronic Check,None,No,No,0,4.0,4,5.6,17.0,161.62,1,Married,Mobile,No
CUST-00601,52.0,Female,44,45.81,1989.18,Month-to-Month,Mailed Check,Fiber Optic,No,No,1,4.0,2,6.2,25.0,85.85,4,Single,Desktop,Yes
CUST-00602,29.0,Female,37,62.68,2308.27,One Year,Mailed Check,None,Yes,Yes,1,5.0,3,,2.0,194.26,3,Married,Mobile,No
CUST-00603,54.0,Male,9,60.9,542.87,Month-to-Month,Electronic Check,Fiber Optic,No Internet,No,0,5.0,1,2.7,14.0,97.64,1,Single,Mobile,No
CUST-00604,60.0,Female,18,,2016.62,One Year,Credit Card,Fiber Optic,No,No,3,5.0,2,25.1,37.0,137.28,2,Single,Mobile,No
CUST-00605,47.0,Female,3,35.53,58.19,Month-to-Month,Mailed Check,DSL,No,No,1,5.0,3,9.5,13.0,114.23,4,Single,Tablet,Yes
CUST-00606,68.0,Male,18,26.96,404.66,One Year,Electronic Check,Fiber Optic,No Internet,No,2,3.0,5,22.9,8.0,273.21,1,Single,Mobile,Yes
CUST-00607,31.0,Male,3,106.06,310.85,Month-to-Month,Credit Card,Fiber Optic,Yes,Yes,1,3.0,3,17.5,24.0,279.14,0,Married,Mobile,No
CUST-00608,,Female,19,107.67,2076.66,Month-to-Month,Electronic Check,DSL,No,Yes,2,4.0,2,19.8,19.0,112.21,4,Divorced,Tablet,Yes
CUST-00609,18.0,Male,25,105.17,2547.07,One Year,Mailed Check,Fiber Optic,Yes,No,1,3.0,2,1.8,22.0,74.09,2,Married,Desktop,No
CUST-00610,62.0,Male,11,69.1,758.9,One Year,Credit Card,None,No,No,1,4.0,2,5.5,95.0,220.96,1,Married,Tablet,No
CUST-00611,,Male,16,83.97,1357.58,One Year,Mailed Check,DSL,Yes,Yes,2,5.0,3,3.9,4.0,94.53,0,Divorced,Desktop,No
CUST-00612,41.0,Male,50,74.34,3667.52,One Year,Mailed Check,DSL,No,No,1,3.0,2,2.0,28.0,144.27,3,Single,Desktop,No
CUST-00613,45.0,Male,2,24.94,120.99,Two Year,Credit Card,None,No Internet,No,2,4.0,2,15.3,0.0,163.13,2,Married,Desktop,No
